,Duration (in seconds),Practice_Rating,Practice_LikeDislike,Apply_Practice,BaselineDate,Condition,RandomID,id,StudyDay,CurrentDate,Positive_pre,Negative_pre,Stress_pre,Positive_post,Negative_post,Stress_post,Disidentification,Nonreactivity,Reappraisal,Satisfied,Autonomy,Relatedness,Competence,Belonging,Meaning,PosAffect,NegAffect,Stressed
1002,442,NA,NA,NA,9/10/2023,Control,1885,4501,7,2023-09-17T00:00:00.000Z,4,1,4,4,1,3,5,6,5,5,3,5,4,2,5,4,1,3.5
1003,1407,4,I like that it encouraged me to look at the positive side of the very stressful situation i am in right now,have a more optimistic approach to my life ,9/10/2023,Choice,2135,3829,7,2023-09-17T00:00:00.000Z,1,5,7,1,5,7,7,4,5,1,5,7,3,7,4,1,5,7
1004,617,3,I liked it but it didn't differ much from the last time I did it and I'm not sure how it applied to the topic I picked.,Practice meditation in my off time to keep my stress levels low.,9/11/2023,Value,4772,4621,6,2023-09-17T00:00:00.000Z,2,1,4,2,1,3,3,3,3,4,3,3,2,3,3,2,1,3.5
1005,402,NA,NA,NA,9/12/2023,Control,4992,5365,5,2023-09-17T00:00:00.000Z,2,4,3,2,3,4,5,7,3,4,1,3,3,2,2,2,3.5,3.5
1006,450,5,I liked that the exercise taught me how to react in a way that shows what i truly care about,I can apply it whenever im frustrated about a situation or a person,9/10/2023,Choice,9779,4249,7,2023-09-17T00:00:00.000Z,4,1,2,4,1,2,5,5,5,5,5,3,4,5,5,4,1,2
1007,455,NA,NA,NA,9/10/2023,Control,6901,4594,7,2023-09-17T00:00:00.000Z,4,2,4,4,2,3,4,5,3,6,6,4,7,5,7,4,2,3.5
1009,1265,NA,NA,NA,9/10/2023,Control,6404,4012,7,2023-09-17T00:00:00.000Z,4,2,4,3,2,5,4,4,5,5,7,7,1,6,5,3.5,2,4.5
1010,3,NA,NA,NA,9/9/2023,Choice,4724,4345,0,2023-09-17T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,512,7,I liked the suggestion to get some physical activity ,I would like to incorporate physical activity in my daily life. ,9/12/2023,Value,4846,3490,5,2023-09-17T00:00:00.000Z,5,1,1,5,1,1,7,7,7,7,7,7,7,7,7,5,1,1
1012,353,NA,NA,NA,9/10/2023,Control,4322,3502,7,2023-09-17T00:00:00.000Z,3,1,4,3,1,2,5,6,6,5,5,5,5,5,6,3,1,3
1013,23928,NA,NA,NA,9/10/2023,Control,1900,4576,7,2023-09-17T00:00:00.000Z,4,2,4,4,2,5,5,3,6,5,5,5,4,5,5,4,2,4.5
1014,456,NA,NA,NA,9/12/2023,Control,5550,3850,5,2023-09-17T00:00:00.000Z,4,4,5,4,3,4,5,5,5,6,4,6,5,6,5,4,3.5,4.5
1015,381,NA,NA,NA,9/11/2023,Control,6562,4645,6,2023-09-17T00:00:00.000Z,4,5,NA,3,4,5,4,4,7,5,5,6,6,7,7,3.5,4.5,NA
1016,539,2,I don't really think I would use them.,By trying to implement the methods at times where I am facing negative emotions. ,9/11/2023,Choice,9330,4642,6,2023-09-17T00:00:00.000Z,2,1,3,3,1,4,5,5,6,4,7,3,5,5,6,2.5,1,3.5
1021,573,5,I think knowing how to step back and collect yourself before acting is a valuable skill to have. It can prevent someone from acting in a way that damages their relationship with others and prevents them from acting in a way that doesn't align with how they wish to be. I liked this exercise because it helps practice self-awareness,"If I feel myself feeling too strongly about something I can take a breath and collect myself before acting in a way I'd regret. For example, I hate when I get angry - so if I find myself getting angry at someone or something, I can collect myself and calm myself down enough so I can behave appropriately to avoid complications and fights",9/11/2023,Choice,7086,3838,6,2023-09-17T00:00:00.000Z,3,1,5,3,1,4,4,6,5,4,5,5,4,3,5,3,1,4.5
1022,586,NA,NA,NA,9/11/2023,Control,1453,5533,6,2023-09-17T00:00:00.000Z,4,2,5,4,2,2,6,6,7,6,6,7,6,6,7,4,2,3.5
1023,350,NA,NA,NA,9/10/2023,Control,2175,4273,7,2023-09-17T00:00:00.000Z,3,2,3,3,2,2,3,4,3,5,4,6,3,5,5,3,2,2.5
1024,430,6,The exercise helped me release tension built up ,Whenever I'm feeling overwhelmed and have the time to do so I should do this practice wherever I am regardless of the location as it is very easy to do.,9/12/2023,Value,5533,4792,5,2023-09-17T00:00:00.000Z,2,1,5,3,1,5,4,5,4,6,6,4,6,3,7,2.5,1,5
1026,393,NA,NA,NA,9/11/2023,Control,3414,4624,6,2023-09-17T00:00:00.000Z,3,3,5,3,3,5,3,3,3,4,3,5,5,4,3,3,3,5
1027,3373,NA,NA,NA,9/10/2023,Control,5869,4399,7,2023-09-17T00:00:00.000Z,3,2,3,3,2,2,5,5,5,4,5,4,3,6,3,3,2,2.5
1028,17337,3,every exercise is the same. its very tedious ,"I can try my best to not let my thoughts get the best of me
",9/12/2023,Choice,7231,5341,5,2023-09-17T00:00:00.000Z,3,3,4,2,3,5,4,4,3,3,4,5,3,4,6,2.5,3,4.5
1032,441,2,I did the one previously.,"By using before a big stressor, I can relieve myself of physically tension which might increase mental stress.
",9/13/2023,Value,7290,3523,5,2023-09-18T00:00:00.000Z,3,2,3,3,1,1,3,4,5,5,4,4,4,3,4,3,1.5,2
1034,424,NA,NA,NA,9/11/2023,Control,2752,4483,7,2023-09-18T00:00:00.000Z,2,1,1,3,1,1,4,3,3,5,5,6,7,4,5,2.5,1,1
1035,415,NA,NA,NA,9/11/2023,Control,3414,4624,7,2023-09-18T00:00:00.000Z,3,3,5,4,3,5,4,3,3,3,3,4,4,3,4,3.5,3,5
1038,349,NA,NA,NA,9/11/2023,Control,9746,4738,7,2023-09-18T00:00:00.000Z,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2.5
1039,552,5,I liked how the chat box was able to guide me through positive reappraisal and answer my questions.,"I can try finding good in bad situations. 
",9/11/2023,Choice,3688,3304,0,2023-09-18T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,582,7,I liked how calming the breathing exercises are,I can use the breathing techniques when i feel overwhelmed or stressed.,9/12/2023,Choice,3776,3520,6,2023-09-18T00:00:00.000Z,3,1,4,3,1,5,5,5,6,5,3,5,6,6,6,3,1,4.5
1041,447,NA,NA,NA,9/12/2023,Control,4161,4555,6,2023-09-18T00:00:00.000Z,3,1,2,3,1,2,4,4,4,5,5,4,4,5,4,3,1,2
1042,544,5,"Focussing on the positives, rather than only the negatives","See the value in my daily interactions. Don't take them for advantage. Listen to them and recognize them as important and don't brush them off as ""people don't care about me"".",9/11/2023,Value,6501,3367,7,2023-09-18T00:00:00.000Z,4,2,5,4,2,4,4,4,4,4,4,5,5,5,5,4,2,4.5
1043,416,NA,NA,NA,9/11/2023,Control,6562,4645,7,2023-09-18T00:00:00.000Z,2,4,5,2,NA,6,3,6,5,4,5,5,3,7,2,2,NA,5.5
1044,505,4,it was a helpful exercise ,i can practice it everyday,9/11/2023,Value,6882,4597,7,2023-09-18T00:00:00.000Z,3,3,5,3,3,4,4,4,3,5,3,6,3,5,4,3,3,4.5
1045,468,4,It was nice to switch it up because a lot of the topics had the same exercise.,Once again just practicing everyday is good for my well-being so I will try to do that when I have time.,9/11/2023,Value,4772,4621,7,2023-09-18T00:00:00.000Z,3,1,3,3,1,3,3,3,4,4,4,4,3,3,4,3,1,3
1046,449,5,I like that the breathing exercises were meant to clear the mind and thoughts instead of reflecting by asking questions.,Take a few moments to breathe and relax when the day gets stressful.,9/12/2023,Value,8725,4429,6,2023-09-18T00:00:00.000Z,3,2,4,3,2,3,4,6,3,5,5,6,7,5,5,3,2,3.5
1048,491,NA,NA,NA,9/11/2023,Control,8527,3901,7,2023-09-18T00:00:00.000Z,4,1,1,4,1,1,4,4,4,5,5,5,6,6,7,4,1,1
1049,394,NA,NA,NA,9/12/2023,Control,5550,3850,6,2023-09-18T00:00:00.000Z,4,2,4,4,1,4,5,5,5,6,5,6,6,6,6,4,1.5,4
1050,448,5,The second exercise was more enjoyable and made sense in terms of helping practice patience. The counting down brings you back to reality.,Whenever I feel overwhelmed or want things to slow down I could try and bring this into my daily routine when necessary.,9/12/2023,Value,5533,4792,6,2023-09-18T00:00:00.000Z,3,1,4,3,1,5,2,3,3,4,5,5,6,4,4,3,1,4.5
1052,393,NA,NA,NA,9/11/2023,Control,3546,4606,7,2023-09-18T00:00:00.000Z,1,4,6,2,1,2,3,3,3,2,1,2,3,4,2,1.5,2.5,4
1055,361,NA,NA,NA,9/13/2023,Control,2465,3541,5,2023-09-18T00:00:00.000Z,4,1,5,3,1,3,5,5,5,4,4,6,4,5,4,3.5,1,4
1056,479,1,I was expecting a mindfulness exercise as part of the survey but I think the chatbox didn’t understand what I was trying to say or maybe I couldn’t express myself better. ,Nothing was recommended. ,9/12/2023,Value,4846,3490,6,2023-09-18T00:00:00.000Z,5,2,2,5,1,2,2,2,6,7,6,7,6,7,6,5,1.5,2
1058,437,3,I think I messed it up so I didn't receive and exercise today,I didn't receive an exercise today,9/11/2023,Value,2346,4687,7,2023-09-18T00:00:00.000Z,4,1,2,3,1,1,3,4,2,4,5,5,3,6,5,3.5,1,1.5
1059,3758,2,I do not see myself using them.,By applying them when I am thinking negatively.,9/11/2023,Choice,9330,4642,7,2023-09-18T00:00:00.000Z,1,1,3,1,1,4,4,4,2,4,3,3,5,5,3,1,1,3.5
1060,449,NA,NA,NA,9/12/2023,Control,4992,5365,6,2023-09-18T00:00:00.000Z,2,3,5,1,4,6,7,3,3,2,1,3,2,2,2,1.5,3.5,5.5
1061,976,NA,NA,NA,9/11/2023,Control,1453,5533,7,2023-09-18T00:00:00.000Z,4,2,4,4,2,3,5,6,6,5,5,4,5,5,5,4,2,3.5
1062,427,NA,NA,NA,9/13/2023,Control,8134,4096,5,2023-09-18T00:00:00.000Z,1,3,6,3,3,4,6,5,4,2,5,6,4,7,5,2,3,5
1063,919,6,I liked that the recommended exercise gave me an opportunity to look at today's stressful events and think about them in a more logical aspect. I definitely needed that today because of some issues in my biology lab group. ,I can try applying this next time I'm upset because of some event that has hurt me emotionally. I can also just apply this when I'm stressed and feeling like I'm about to panic or procrastinate. ,9/11/2023,Choice,3743,3379,7,2023-09-18T00:00:00.000Z,3,2,5,4,2,3,4,6,6,5,5,5,5,6,6,3.5,2,4
1065,512,NA,NA,NA,9/17/2023,Control,9118,4420,1,2023-09-18T00:00:00.000Z,3,4,6,3,4,5,4,3,4,4,2,4,4,7,7,3,4,5.5
1066,820,5,"I liked the storybook and watcher technique because out of the four suggested, they were the ones that worked for me. I like how there's different suggestions just in case one of them doesn't work for someone. I understand disidentification a bit more now, so I'm glad I took the time to try it out again.","For me, when faced with intrusive thoughts, I always feel bad and I feel like I'm a terrible person for having those thoughts even if I don't act on them. I think that whenever I feel that way, I can try to just let them pass without putting greater meaning on those thoughts - they're not something I want to dwell on, so I'll acknowledge them but I'll move on.",9/11/2023,Choice,7086,3838,7,2023-09-18T00:00:00.000Z,4,1,3,4,1,2,5,5,3,6,6,6,6,5,5,4,1,2.5
1067,676,5,I liked the idea of always finding the good even in a bad or stressful situation,"Even when I'm going through the worst, I can still try my best to see the good in my life. ",9/12/2023,Choice,7231,5341,6,2023-09-18T00:00:00.000Z,4,2,5,4,3,5,3,5,5,5,6,5,5,5,6,4,2.5,5
1069,452,4,I liked that it could separate self with feelings but I disliked that it was a very short term solution.,This can be applied during times of complete stress where you need a minute or so to clear your mind.,9/11/2023,Choice,7957,4627,7,2023-09-18T00:00:00.000Z,1,3,6,1,2,5,4,5,4,1,3,2,3,3,2,1,2.5,5.5
1071,465,6,I liked that it focused more on breathing than anything else. helps eliminate all other distractions because of the singular focus. ,"I can take a second to myself, whether it is after school or in between classes, to sit and breathe. I can collect myself and feel ok whenever or whenever as long as it is quiet. ",9/16/2023,Value,4876,4795,0,2023-09-18T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1,NA,NA,NA,9/11/2023,Control,9773,3985,8,2023-09-19T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,452,NA,NA,NA,9/12/2023,Control,5550,3850,7,2023-09-19T00:00:00.000Z,3,2,4,3,2,4,5,5,5,4,5,5,5,6,5,3,2,4
1074,708,6,I liked walking amongst the trees,I can take a brief walk daily. ,9/12/2023,Value,4846,3490,7,2023-09-19T00:00:00.000Z,4,2,3,4,2,2,3,5,5,5,4,4,5,7,5,4,2,2.5
1075,628,NA,NA,NA,9/12/2023,Control,4161,4555,7,2023-09-19T00:00:00.000Z,3,1,1,3,1,1,5,5,5,4,4,4,5,5,5,3,1,1
1076,381,NA,NA,NA,9/17/2023,Control,9118,4420,2,2023-09-19T00:00:00.000Z,3,3,5,4,3,4,5,4,4,4,4,5,7,7,5,3.5,3,4.5
1079,553,5,While giving me a way to build a closer bond with other people it also reminds me the importance of self love when cultivating a bond with other people,When I feel that I'm losing my friends and want to remind them how important they are to me I can input this practice.,9/12/2023,Value,5533,4792,7,2023-09-19T00:00:00.000Z,3,1,4,3,1,3,4,3,2,4,5,5,5,3,3,3,1,3.5
1080,619,6,I like the emphasis on focusing on what make you more happy. It allows me to reflect on my day and notice how many good things happen throughout the day that I usually do not notice. ,Ending my day with a 5 minute session to reflect on the good things that happened to me and why they happened.,9/12/2023,Value,8725,4429,7,2023-09-19T00:00:00.000Z,5,1,2,5,1,2,5,6,6,6,6,7,7,5,6,5,1,2
1081,756,4,It was repetitive from the last few times and so it feels as if it is nothing new being sharded but the exercises themseleves work well.,As stated in the previous few days I can use this practice to ensure that positive things can happen when faced with a stressful situation ,9/12/2023,Choice,3776,3520,7,2023-09-19T00:00:00.000Z,3,1,5,4,1,3,5,4,5,5,5,5,2,5,5,3.5,1,4
1083,390,NA,NA,NA,9/13/2023,Control,8134,4096,6,2023-09-19T00:00:00.000Z,4,2,6,4,1,5,2,4,5,6,4,6,5,6,4,4,1.5,5.5
1086,405,NA,NA,NA,9/12/2023,Control,4992,5365,7,2023-09-19T00:00:00.000Z,2,3,5,1,4,6,6,2,3,3,1,2,3,2,2,1.5,3.5,5.5
1088,506,5,the exercise did not fully load but still it opened up room for thought. I was able to realize that there are more than just a few focuses on my life. physical health is truly an important one. ,"I can focus on respecting my body, ensuring rest and time for regeneration. i am a temple and i should treat my body as so. ",9/16/2023,Value,4876,4795,3,2023-09-19T00:00:00.000Z,3,4,5,3,4,4,4,3,3,5,3,3,4,4,3,3,4,4.5
1089,622,4,I like having a new way to think about negative circumstances,I can view the way I would normally react to a situation as if I were looking at the tv,9/12/2023,Choice,7231,5341,7,2023-09-19T00:00:00.000Z,2,4,7,2,4,6,5,2,4,4,5,5,5,6,4,2,4,6.5
1091,477,NA,NA,NA,9/13/2023,Control,2465,3541,6,2023-09-19T00:00:00.000Z,3,1,5,4,1,4,5,5,4,5,5,4,5,4,5,3.5,1,4.5
1092,521,3,I did this exercise before.,"By using when in pain, decrease pain.
",9/13/2023,Value,7290,3523,7,2023-09-20T00:00:00.000Z,3,2,3,3,2,3,4,5,5,5,4,4,4,4,4,3,2,3
1096,411,NA,NA,NA,9/13/2023,Control,8134,4096,7,2023-09-20T00:00:00.000Z,4,1,5,4,1,3,7,6,4,6,6,5,6,6,7,4,1,4
1097,455,6,"the session was pretty simple but helpful. i accidentally pressed next on the chat but it overall decreased my stress levels, made me feel more peaceful, and overall was easy to do. ",I can take a second to step out in nature when i am feeling overwhelmed. nature is everywhere - it is not hard for me to find a path or be alone with it. ,9/16/2023,Value,4876,4795,0,2023-09-20T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,676,NA,NA,NA,9/17/2023,Control,9118,4420,3,2023-09-20T00:00:00.000Z,2,5,NA,1,4,NA,4,1,1,4,1,1,1,1,1,1.5,4.5,NA
1101,534,NA,NA,NA,9/17/2023,Control,9118,4420,4,2023-09-21T00:00:00.000Z,3,4,6,3,4,6,4,4,4,4,4,5,5,6,4,3,4,6
1106,432,5,I liked that it reminded us of what is important in life and how to check in on it. we can often get distracted by our daily lives and forget to reflect on our actions. this exercise helps us to check in that we are doing as we wish. ,I can practice this whenever i am feeling disappointed in myself. i can collect myself and acknowledge that perhaps my actions did not match my values. i can also do this when i did not thing wrong. we should always be in check of ourselves no matter what,9/16/2023,Value,4876,4795,5,2023-09-21T00:00:00.000Z,3,2,3,3,1,3,3,5,3,3,4,4,5,3,4,3,1.5,3
1108,410,NA,NA,NA,9/17/2023,Control,9118,4420,5,2023-09-22T00:00:00.000Z,3,4,3,3,3,3,5,3,3,4,4,2,4,6,3,3,3.5,3
1109,496,4,"I liked that it focused on bettering myself and others as opposed to just internal mental practices. by saying these affirmations out loud, you and others are most likely to believe it and feel it.","I can use this practice whenever I feel as though I or another person I am close with is having a hard time. I can vocalize these positive affirmations to ensure that i am being kind to not only myself, but to other people who may need to hear it just as much as well.",9/16/2023,Value,4876,4795,6,2023-09-22T00:00:00.000Z,3,2,4,4,2,4,5,3,3,4,3,4,4,3,2,3.5,2,4
1110,2944,NA,NA,NA,9/21/2023,Control,9662,3286,1,2023-09-22T00:00:00.000Z,3,3,5,4,3,4,5,6,4,4,5,5,4,5,5,3.5,3,4.5
1117,387,NA,NA,NA,9/21/2023,Control,9662,3286,2,2023-09-23T00:00:00.000Z,4,2,4,4,1,3,3,4,4,5,5,5,6,4,6,4,1.5,3.5
1119,515,6,I liked that this exercise is actually doable. all it takes is a few minutes alone and it is super beneficial in all aspects,"In my life, i can try and carry out this practice at the start and end of everyday. it will help me start and end the day with a positive mindset",9/16/2023,Value,4876,4795,7,2023-09-23T00:00:00.000Z,4,2,2,3,3,4,3,3,4,3,4,3,4,4,4,3.5,2.5,3
1120,37501,4,I liked how it asked me about mindfulness and gave e time to think about my day. I dont like how it took alot of time. ,I can take time to reflect on the day and my current well-being because it's easy to implement.  ,9/22/2023,Value,6084,4312,0,2023-09-23T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,640,NA,NA,NA,9/17/2023,Control,9118,4420,6,2023-09-23T00:00:00.000Z,5,1,1,NA,2,1,1,3,3,7,7,7,4,7,7,NA,1.5,1
1124,604,4,The deep breathing has allowed me to slow down and live in the moment more.,Whenever I get negative thoughts I will try to view it from a more positive angle so that it doesn't mentally affect me.,9/23/2023,Choice,1227,6064,1,2023-09-24T00:00:00.000Z,2,1,3,3,1,3,4,5,6,5,4,5,3,4,5,2.5,1,3
1125,410,NA,NA,NA,9/21/2023,Control,9662,3286,3,2023-09-24T00:00:00.000Z,4,1,5,NA,1,4,6,5,3,5,6,7,5,4,5,NA,1,4.5
1129,553,4,"I liked the sense of relaxation and calm I felt during the mindfulness exercise, but I didn't like that it was challenging to maintain focus throughout the entire session.",I can try to be consistent and patient to let my ability to focus strengthen,9/22/2023,Value,6084,4312,0,2023-09-24T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,552,5,I liked how i am being more mindful and more of an observer of life,whenever there are emotions try to observe the feeling without reacting to it,9/23/2023,Choice,1227,6064,2,2023-09-25T00:00:00.000Z,3,1,4,4,1,4,5,6,5,5,5,6,3,5,6,3.5,1,4
1132,436,NA,NA,NA,9/21/2023,Control,9662,3286,4,2023-09-25T00:00:00.000Z,3,2,4,4,1,3,5,4,5,6,6,6,5,4,6,3.5,1.5,3.5
1136,364,NA,NA,NA,9/21/2023,Control,9662,3286,5,2023-09-26T00:00:00.000Z,3,2,5,3,1,4,6,6,6,6,5,3,4,4,6,3,1.5,4.5
1137,2572,4,i like how it made me think that my thoughts shouldn't define me,Whenever there is a negative thought just view it without reacting to it.,9/23/2023,Choice,1227,6064,3,2023-09-26T00:00:00.000Z,3,1,4,3,1,4,6,5,5,5,5,4,3,3,5,3,1,4
